Source,Location ID,City,State,Country,Latitude,Longitude,Time Zone,Elevation,Local Time Zone,Clearsky DHI Units,Clearsky DNI Units,Clearsky GHI Units,Dew Point Units,DHI Units,DNI Units,GHI Units,Solar Zenith Angle Units,Temperature Units,Pressure Units,Relative Humidity Units,Precipitable Water Units,Wind Direction Units,Wind Speed Units,Cloud Type -15,Cloud Type 0,Cloud Type 1,Cloud Type 2,Cloud Type 3,Cloud Type 4,Cloud Type 5,Cloud Type 6,Cloud Type 7,Cloud Type 8,Cloud Type 9,Cloud Type 10,Cloud Type 11,Cloud Type 12,Fill Flag 0,Fill Flag 1,Fill Flag 2,Fill Flag 3,Fill Flag 4,Fill Flag 5,Surface Albedo Units,Version
NSRDB,,-,,b'United States',,,,,,w/m2,w/m2,w/m2,c,w/m2,w/m2,w/m2,Degree,c,mbar,%,cm,Degrees,m/s,N/A,Clear,Probably Clear,Fog,Water,Super-Cooled Water,Mixed,Opaque Ice,Cirrus,Overlapping,Overshooting,Unknown,Dust,Smoke,N/A,Missing Image,Low Irradiance,Exceeds Clearsky,Missing CLoud Properties,Rayleigh Violation,N/A,3.2.0
Year,Month,Day,Hour,Minute,DHI,Temperature,Clearsky DHI,Clearsky DNI,Clearsky GHI,Cloud Type,Dew Point,DNI,Fill Flag,GHI,Ozone,Relative Humidity,Solar Zenith Angle,Surface Albedo,Pressure,Precipitable Water,Wind Direction,Wind Speed,,,,,,,,,,,,,,,,,,,,,,,
2020,3,18,9,30,178,10.6,106,824,586,4,7,4,0,180,0.349,78.58,54.35,0.13,1009,1.5,210,2.1,,,,,,,,,,,,,,,,,,,,,,,
2020,3,18,10,0,177,10.9,113,847,661,4,7,3,0,179,0.35,76.92,49.72,0.13,1009,1.5,216,2.1,,,,,,,,,,,,,,,,,,,,,,,
2020,3,18,10,30,256,11.2,117,869,725,4,7,20,0,270,0.352,75.41,45.66,0.13,1009,1.5,221,2.1,,,,,,,,,,,,,,,,,,,,,,,
2020,3,18,11,0,222,11.4,121,887,777,4,7,9,0,229,0.353,74.4,42.33,0.13,1009,1.4,225,2,,,,,,,,,,,,,,,,,,,,,,,
2020,3,18,11,30,195,11.6,123,897,811,4,7,6,0,199,0.354,73.43,39.92,0.13,1009,1.4,228,2.1,,,,,,,,,,,,,,,,,,,,,,,
2020,3,18,12,0,191,11.9,118,911,831,4,6.9,6,0,195,0.355,71.53,38.61,0.13,1009,1.4,230,2.1,,,,,,,,,,,,,,,,,,,,,,,
2020,3,18,12,30,187,12,118,912,832,4,6.9,5,0,191,0.355,70.99,38.52,0.13,1008,1.4,235,2.1,,,,,,,,,,,,,,,,,,,,,,,
2020,3,18,13,0,186,12.2,121,902,815,4,6.8,5,0,190,0.355,69.44,39.66,0.13,1008,1.4,240,2.1,,,,,,,,,,,,,,,,,,,,,,,
2020,3,18,13,30,126,12.4,119,893,783,4,6.8,0,0,126,0.355,68.54,41.92,0.13,1008,1.4,245,2.2,,,,,,,,,,,,,,,,,,,,,,,
2020,3,18,14,0,243,12.5,113,885,737,4,6.5,15,0,254,0.355,67.06,45.13,0.13,1007,1.4,250,2.2,,,,,,,,,,,,,,,,,,,,,,,
2020,3,18,14,30,205,12.6,109,865,675,4,6.5,8,0,211,0.355,66.62,49.09,0.13,1007,1.4,254,2.1,,,,,,,,,,,,,,,,,,,,,,,
2020,3,18,15,0,220,12.6,101,849,604,4,6.2,21,0,232,0.355,65.18,53.64,0.13,1007,1.3,258,2,,,,,,,,,,,,,,,,,,,,,,,
2020,3,18,15,30,214,12.6,95,812,518,4,6.2,49,0,240,0.355,65.18,58.62,0.13,1007,1.3,258,2,,,,,,,,,,,,,,,,,,,,,,,
2020,3,18,16,0,187,12.2,89,757,421,4,5.9,122,0,241,0.355,65.62,63.93,0.13,1008,1.3,266,1.8,,,,,,,,,,,,,,,,,,,,,,,
2020,3,18,16,30,143,11.7,79,685,319,2,5.9,102,0,179,0.356,67.81,69.46,0.13,1008,1.3,271,1.6,,,,,,,,,,,,,,,,,,,,,,,
2020,3,18,17,0,99,11.3,67,578,215,3,6.6,126,7,131,0.357,72.87,75.16,0.13,1008,1.3,277,1.4,,,,,,,,,,,,,,,,,,,,,,,
2020,3,18,17,30,57,10.7,49,419,115,2,6.6,98,7,72,0.359,75.83,80.94,0.13,1008,1.3,284,1.4,,,,,,,,,,,,,,,,,,,,,,,
2020,3,18,18,0,19,10.2,23,170,33,4,6.4,0,7,19,0.362,77.21,86.71,0.13,1008,1.3,291,1.5,,,,,,,,,,,,,,,,,,,,,,,
2020,3,18,18,30,0,10.1,0,0,0,4,6.4,0,0,0,0.364,77.8,92.84,0.13,1009,1.3,298,1.5,,,,,,,,,,,,,,,,,,,,,,,
2020,3,18,19,0,0,9.9,0,0,0,1,6.2,0,0,0,0.365,77.97,98.74,0.13,1009,1.3,305,1.4,,,,,,,,,,,,,,,,,,,,,,,
2020,3,18,19,30,0,9.8,0,0,0,1,6.2,0,0,0,0.367,78.49,104.58,0.13,1009,1.3,310,1.4,,,,,,,,,,,,,,,,,,,,,,,
2020,3,18,20,0,0,9.7,0,0,0,4,6.3,0,0,0,0.369,79.18,110.33,0.13,1009,1.3,315,1.4,,,,,,,,,,,,,,,,,,,,,,,
2020,3,18,20,30,0,9.6,0,0,0,4,6.3,0,0,0,0.37,79.71,115.92,0.13,1009,1.3,317,1.4,,,,,,,,,,,,,,,,,,,,,,,
2020,3,18,21,0,0,9.5,0,0,0,1,6.3,0,0,0,0.371,80.56,121.3,0.13,1009,1.3,319,1.4,,,,,,,,,,,,,,,,,,,,,,,
2020,3,18,21,30,0,9.3,0,0,0,4,6.3,0,0,0,0.372,81.65,126.37,0.13,1009,1.3,320,1.4,,,,,,,,,,,,,,,,,,,,,,,
2020,3,18,22,0,0,9.1,0,0,0,3,6.4,0,0,0,0.373,83.27,131.02,0.13,1009,1.3,321,1.4,,,,,,,,,,,,,,,,,,,,,,,
2020,3,18,22,30,0,8.8,0,0,0,4,6.4,0,0,0,0.373,84.96,135.12,0.13,1009,1.3,321,1.4,,,,,,,,,,,,,,,,,,,,,,,
2020,3,18,23,0,0,8.6,0,0,0,4,6.5,0,0,0,0.374,86.74,138.49,0.13,1010,1.3,321,1.4,,,,,,,,,,,,,,,,,,,,,,,
2020,3,18,23,30,0,8.4,0,0,0,4,6.5,0,0,0,0.374,87.92,140.92,0.13,1010,1.3,321,1.4,,,,,,,,,,,,,,,,,,,,,,,
2020,3,19,0,0,0,8.3,0,0,0,0,6.6,0,0,0,0.374,88.94,142.23,0.13,1010,1.3,322,1.4,,,,,,,,,,,,,,,,,,,,,,,
2020,3,19,0,30,0,8.2,0,0,0,1,6.6,0,0,0,0.373,89.54,142.3,0.13,1010,1.3,324,1.3,,,,,,,,,,,,,,,,,,,,,,,
2020,3,19,1,0,0,8.2,0,0,0,4,6.5,0,0,0,0.372,89.33,141.12,0.13,1010,1.3,326,1.2,,,,,,,,,,,,,,,,,,,,,,,
2020,3,19,1,30,0,8.2,0,0,0,0,6.5,0,0,0,0.371,89.33,138.8,0.13,1010,1.3,330,1.1,,,,,,,,,,,,,,,,,,,,,,,
2020,3,19,2,0,0,8.2,0,0,0,0,6.5,0,0,0,0.37,88.98,135.53,0.13,1011,1.3,334,1,,,,,,,,,,,,,,,,,,,,,,,
2020,3,19,2,30,0,8.3,0,0,0,0,6.5,0,0,0,0.368,88.38,131.5,0.13,1011,1.3,344,0.8,,,,,,,,,,,,,,,,,,,,,,,
2020,3,19,3,0,0,8.3,0,0,0,0,6.4,0,0,0,0.366,87.72,126.89,0.13,1011,1.3,354,0.7,,,,,,,,,,,,,,,,,,,,,,,
2020,3,19,3,30,0,8.1,0,0,0,0,6.4,0,0,0,0.366,88.91,121.86,0.13,1011,1.2,194,0.7,,,,,,,,,,,,,,,,,,,,,,,
2020,3,19,4,0,0,8,0,0,0,0,6.2,0,0,0,0.365,88.6,116.51,0.13,1011,1.2,35,0.7,,,,,,,,,,,,,,,,,,,,,,,
2020,3,19,4,30,0,7.8,0,0,0,1,6.2,0,0,0,0.365,89.9,110.93,0.13,1012,1.2,52,0.8,,,,,,,,,,,,,,,,,,,,,,,
2020,3,19,5,0,0,7.7,0,0,0,4,6.1,0,0,0,0.365,89.6,105.19,0.13,1012,1.2,69,0.9,,,,,,,,,,,,,,,,,,,,,,,
2020,3,19,5,30,0,7.6,0,0,0,1,6.1,0,0,0,0.364,90.22,99.35,0.13,1012,1.2,76,1,,,,,,,,,,,,,,,,,,,,,,,
2020,3,19,6,0,0,7.5,0,0,0,1,6.1,0,0,0,0.363,90.69,93.45,0.13,1012,1.2,84,1.2,,,,,,,,,,,,,,,,,,,,,,,
2020,3,19,6,30,19,8.3,19,191,28,1,6.1,191,0,28,0.362,85.98,87.27,0.13,1013,1.1,85,1.3,,,,,,,,,,,,,,,,,,,,,,,
2020,3,19,7,0,42,9.1,42,457,109,0,7,457,0,109,0.361,86.49,81.52,0.13,1013,1.1,87,1.5,,,,,,,,,,,,,,,,,,,,,,,
2020,3,19,7,30,58,9.7,58,617,210,0,7,617,0,210,0.361,83.08,75.71,0.13,1013,1.1,89,1.5,,,,,,,,,,,,,,,,,,,,,,,
2020,3,19,8,0,68,10.4,68,727,317,0,7.1,727,0,317,0.361,80.18,69.99,0.13,1014,1.1,91,1.6,,,,,,,,,,,,,,,,,,,,,,,
2020,3,19,8,30,76,11.2,76,795,420,0,7.1,795,0,420,0.361,76.04,64.41,0.13,1014,1.1,94,1.5,,,,,,,,,,,,,,,,,,,,,,,
2020,3,19,9,0,81,12,81,852,519,0,6.4,852,0,519,0.36,68.7,59.05,0.13,1014,1.1,96,1.5,,,,,,,,,,,,,,,,,,,,,,,
2020,3,19,9,30,86,12.7,86,887,607,0,6.4,887,0,607,0.36,65.62,54,0.13,1014,1.1,102,1.4,,,,,,,,,,,,,,,,,,,,,,,
2020,3,19,10,0,304,13.4,94,904,683,2,5.4,200,0,434,0.36,58.51,49.36,0.13,1014,1.1,108,1.2,,,,,,,,,,,,,,,,,,,,,,,
2020,3,19,10,30,306,13.9,97,923,747,2,5.4,350,0,553,0.359,56.64,45.28,0.13,1014,1.1,120,1.1,,,,,,,,,,,,,,,,,,,,,,,
2020,3,19,11,0,355,14.5,99,939,797,3,4.7,107,0,435,0.359,51.91,41.94,0.13,1015,1.1,132,1,,,,,,,,,,,,,,,,,,,,,,,
2020,3,19,11,30,216,14.8,100,948,831,4,4.7,8,0,222,0.358,50.92,39.52,0.13,1015,1.1,149,0.9,,,,,,,,,,,,,,,,,,,,,,,
2020,3,19,12,0,243,15.2,102,951,849,4,4.8,12,0,252,0.356,49.71,38.21,0.13,1015,1.1,166,0.9,,,,,,,,,,,,,,,,,,,,,,,
2020,3,19,12,30,254,15.4,102,951,850,4,4.7,13,0,264,0.353,49.03,38.13,0.13,1014,1.1,180,0.9,,,,,,,,,,,,,,,,,,,,,,,
2020,3,19,13,0,226,15.5,95,959,837,4,4.9,10,0,234,0.351,49.12,39.29,0.13,1014,1.1,194,1,,,,,,,,,,,,,,,,,,,,,,,
2020,3,19,13,30,188,15.6,94,951,805,4,4.9,5,0,192,0.348,48.81,41.58,0.13,1014,1.1,204,1.1,,,,,,,,,,,,,,,,,,,,,,,
2020,3,19,14,0,328,15.6,94,934,756,4,4.9,85,0,388,0.344,48.82,44.82,0.13,1014,1.1,213,1.1,,,,,,,,,,,,,,,,,,,,,,,
2020,3,19,14,30,296,15.4,91,916,694,2,4.9,281,0,481,0.343,49.45,48.81,0.13,1014,1.1,220,1.2,,,,,,,,,,,,,,,,,,,,,,,
2020,3,19,15,0,269,15.3,88,888,618,2,4.8,222,0,402,0.341,49.5,53.38,0.13,1015,1.1,226,1.3,,,,,,,,,,,,,,,,,,,,,,,
2020,3,19,15,30,83,15.3,83,854,531,0,4.8,854,0,531,0.341,49.5,58.39,0.13,1015,1.1,226,1.3,,,,,,,,,,,,,,,,,,,,,,,
2020,3,19,16,0,78,14.6,78,803,434,0,4.6,803,0,434,0.339,51.21,63.71,0.13,1015,1.1,236,1.5,,,,,,,,,,,,,,,,,,,,,,,
2020,3,19,16,30,70,13.8,70,738,331,0,4.6,738,0,331,0.338,53.92,69.26,0.13,1015,1.1,242,1.6,,,,,,,,,,,,,,,,,,,,,,,
2020,3,19,17,0,59,13,59,640,225,0,6,640,0,225,0.337,62.53,74.96,0.13,1016,1.1,248,1.7,,,,,,,,,,,,,,,,,,,,,,,
2020,3,19,17,30,44,11.6,44,492,123,0,6,492,0,123,0.337,68.54,80.75,0.13,1016,1.1,255,1.7,,,,,,,,,,,,,,,,,,,,,,,
2020,3,19,18,0,22,10.3,22,247,37,0,6.4,247,0,37,0.337,76.73,86.53,0.13,1016,1.1,262,1.8,,,,,,,,,,,,,,,,,,,,,,,
2020,3,19,18,30,0,9.8,0,0,0,0,6.4,0,0,0,0.338,79.33,92.66,0.13,1016,1.1,268,1.7,,,,,,,,,,,,,,,,,,,,,,,
2020,3,19,19,0,0,9.3,0,0,0,0,6.7,0,0,0,0.338,83.76,98.55,0.13,1017,1.1,275,1.7,,,,,,,,,,,,,,,,,,,,,,,
2020,3,19,19,30,0,9.1,0,0,0,0,6.7,0,0,0,0.339,84.89,104.39,0.13,1017,1.1,280,1.6,,,,,,,,,,,,,,,,,,,,,,,
2020,3,19,20,0,0,8.8,0,0,0,0,7,0,0,0,0.34,88.19,110.13,0.13,1017,1.1,286,1.5,,,,,,,,,,,,,,,,,,,,,,,
2020,3,19,20,30,0,8.7,0,0,0,0,7,0,0,0,0.34,88.79,115.71,0.13,1017,1.2,289,1.4,,,,,,,,,,,,,,,,,,,,,,,
2020,3,19,21,0,0,8.6,0,0,0,0,7.1,0,0,0,0.34,90.04,121.06,0.13,1018,1.2,292,1.4,,,,,,,,,,,,,,,,,,,,,,,
2020,3,19,21,30,0,8.6,0,0,0,0,7.1,0,0,0,0.34,90.04,126.11,0.13,1018,1.2,293,1.3,,,,,,,,,,,,,,,,,,,,,,,
2020,3,19,22,0,0,8.6,0,0,0,0,7.2,0,0,0,0.34,90.79,130.75,0.13,1018,1.2,295,1.2,,,,,,,,,,,,,,,,,,,,,,,
2020,3,19,22,30,0,8.6,0,0,0,3,7.2,0,0,0,0.339,90.79,134.82,0.13,1018,1.2,297,1.1,,,,,,,,,,,,,,,,,,,,,,,
2020,3,19,23,0,0,8.6,0,0,0,4,7.2,0,0,0,0.338,91.16,138.15,0.13,1018,1.2,299,1,,,,,,,,,,,,,,,,,,,,,,,
2020,3,19,23,30,0,8.8,0,0,0,0,7.2,0,0,0,0.337,89.94,140.55,0.13,1018,1.2,303,0.8,,,,,,,,,,,,,,,,,,,,,,,
2020,3,20,0,0,0,8.9,0,0,0,0,7.2,0,0,0,0.336,89.06,141.84,0.13,1018,1.2,308,0.7,,,,,,,,,,,,,,,,,,,,,,,
2020,3,20,0,30,0,9,0,0,0,0,7.2,0,0,0,0.336,88.46,141.9,0.13,1018,1.2,316,0.5,,,,,,,,,,,,,,,,,,,,,,,
2020,3,20,1,0,0,9,0,0,0,0,7.1,0,0,0,0.336,87.77,140.72,0.13,1018,1.2,324,0.3,,,,,,,,,,,,,,,,,,,,,,,
2020,3,20,1,30,0,9,0,0,0,0,7.1,0,0,0,0.335,87.86,138.41,0.13,1019,1.2,211,0.3,,,,,,,,,,,,,,,,,,,,,,,
2020,3,20,2,0,0,9,0,0,0,0,7,0,0,0,0.335,87.15,135.15,0.13,1019,1.2,98,0.3,,,,,,,,,,,,,,,,,,,,,,,
2020,3,20,2,30,0,9,0,0,0,0,7,0,0,0,0.335,87.15,131.13,0.13,1019,1.2,99,0.5,,,,,,,,,,,,,,,,,,,,,,,
2020,3,20,3,0,0,9,0,0,0,0,7,0,0,0,0.335,87.3,126.54,0.13,1019,1.2,100,0.6,,,,,,,,,,,,,,,,,,,,,,,
2020,3,20,3,30,0,8.8,0,0,0,0,7,0,0,0,0.336,88.49,121.52,0.13,1019,1.2,98,0.8,,,,,,,,,,,,,,,,,,,,,,,
2020,3,20,4,0,0,8.6,0,0,0,0,7,0,0,0,0.336,89.9,116.18,0.13,1019,1.2,97,1,,,,,,,,,,,,,,,,,,,,,,,
2020,3,20,4,30,0,8.3,0,0,0,0,7,0,0,0,0.338,91.75,110.62,0.13,1019,1.2,94,1.1,,,,,,,,,,,,,,,,,,,,,,,
2020,3,20,5,0,0,8.1,0,0,0,0,7,0,0,0,0.34,93.08,104.89,0.13,1019,1.2,92,1.3,,,,,,,,,,,,,,,,,,,,,,,
2020,3,20,5,30,0,8,0,0,0,0,7,0,0,0,0.342,93.71,99.05,0.13,1019,1.2,92,1.4,,,,,,,,,,,,,,,,,,,,,,,
2020,3,20,6,0,0,7.8,0,0,0,0,7.1,0,0,0,0.344,95.11,93.15,0.13,1020,1.2,92,1.5,,,,,,,,,,,,,,,,,,,,,,,
2020,3,20,6,30,20,8.8,20,206,31,0,7.1,206,0,31,0.346,88.89,86.98,0.13,1020,1.2,91,1.5,,,,,,,,,,,,,,,,,,,,,,,
2020,3,20,7,0,43,9.8,43,458,113,1,7.5,458,0,113,0.348,85.54,81.21,0.13,1020,1.2,90,1.6,,,,,,,,,,,,,,,,,,,,,,,
2020,3,20,7,30,60,10.8,60,614,214,0,7.5,614,0,214,0.349,80.03,75.4,0.13,1020,1.2,92,1.7,,,,,,,,,,,,,,,,,,,,,,,
2020,3,20,8,0,70,11.9,70,719,320,0,7.2,719,0,320,0.35,72.95,69.67,0.13,1020,1.2,94,1.8,,,,,,,,,,,,,,,,,,,,,,,
2020,3,20,8,30,79,12.8,79,787,423,0,7.2,787,0,423,0.35,68.77,64.09,0.13,1020,1.2,96,2,,,,,,,,,,,,,,,,,,,,,,,
2020,3,20,9,0,84,13.6,84,841,521,0,6.5,841,0,521,0.351,62,58.72,0.13,1020,1.2,97,2.1,,,,,,,,,,,,,,,,,,,,,,,
2020,3,20,9,30,90,14.2,90,877,609,0,6.5,877,0,609,0.352,59.64,53.65,0.13,1020,1.2,97,2.1,,,,,,,,,,,,,,,,,,,,,,,
2020,3,20,10,0,92,14.8,92,907,687,0,6,907,0,687,0.352,55.68,49,0.13,1020,1.2,96,2.1,,,,,,,,,,,,,,,,,,,,,,,
2020,3,20,10,30,95,15.3,95,926,751,0,6,926,0,751,0.352,53.92,44.9,0.13,1020,1.2,95,2,,,,,,,,,,,,,,,,,,,,,,,
2020,3,20,11,0,350,15.7,98,939,800,2,6.2,278,0,558,0.353,53.09,41.54,0.13,1020,1.2,94,1.9,,,,,,,,,,,,,,,,,,,,,,,
2020,3,20,11,30,100,16,100,947,834,0,6.2,947,0,834,0.353,52.09,39.12,0.13,1020,1.2,93,1.8,,,,,,,,,,,,,,,,,,,,,,,
2020,3,20,12,0,376,16.2,100,948,849,2,6.5,279,0,596,0.353,52.45,37.81,0.13,1020,1.3,92,1.6,,,,,,,,,,,,,,,,,,,,,,,
2020,3,20,12,30,100,16.4,100,949,850,0,6.4,949,0,850,0.354,51.74,37.74,0.13,1019,1.3,91,1.5,,,,,,,,,,,,,,,,,,,,,,,
2020,3,20,13,0,301,16.5,104,936,832,2,6.4,26,0,321,0.354,51.29,38.92,0.13,1019,1.3,90,1.4,,,,,,,,,,,,,,,,,,,,,,,
2020,3,20,13,30,211,16.6,103,928,800,3,6.4,7,0,216,0.354,50.96,41.24,0.13,1019,1.3,89,1.3,,,,,,,,,,,,,,,,,,,,,,,
2020,3,20,14,0,311,16.6,101,913,752,3,6.1,54,0,350,0.354,50,44.51,0.13,1018,1.3,88,1.2,,,,,,,,,,,,,,,,,,,,,,,
2020,3,20,14,30,98,16.5,98,894,690,0,6.1,894,0,690,0.354,50.32,48.53,0.13,1018,1.3,85,1.1,,,,,,,,,,,,,,,,,,,,,,,
2020,3,20,15,0,254,16.4,94,868,614,3,5.8,54,0,286,0.354,49.49,53.13,0.13,1018,1.3,81,1,,,,,,,,,,,,,,,,,,,,,,,
2020,3,20,15,30,178,16.4,88,833,527,3,5.8,8,0,182,0.354,49.49,58.16,0.13,1018,1.3,81,1,,,,,,,,,,,,,,,,,,,,,,,
2020,3,20,16,0,76,15.9,82,783,431,4,5.9,0,0,76,0.354,51.46,63.49,0.13,1017,1.3,67,0.9,,,,,,,,,,,,,,,,,,,,,,,
2020,3,20,16,30,146,15.3,73,716,329,3,5.9,129,0,192,0.355,53.47,69.06,0.13,1017,1.3,48,0.7,,,,,,,,,,,,,,,,,,,,,,,
2020,3,20,17,0,62,14.6,62,618,224,0,8,618,0,224,0.355,64.43,74.77,0.13,1017,1.3,30,0.6,,,,,,,,,,,,,,,,,,,,,,,
2020,3,20,17,30,57,13.6,46,467,123,3,8,21,7,61,0.356,68.8,80.57,0.13,1018,1.3,185,0.8,,,,,,,,,,,,,,,,,,,,,,,
2020,3,20,18,0,22,12.6,23,222,37,3,7.3,6,7,23,0.357,70.28,86.35,0.13,1018,1.3,339,1,,,,,,,,,,,,,,,,,,,,,,,
2020,3,20,18,30,0,12.1,0,0,0,1,7.3,0,0,0,0.358,72.62,92.47,0.13,1018,1.3,333,1.2,,,,,,,,,,,,,,,,,,,,,,,
2020,3,20,19,0,0,11.6,0,0,0,4,7.1,0,0,0,0.358,73.69,98.36,0.13,1018,1.3,327,1.5,,,,,,,,,,,,,,,,,,,,,,,
2020,3,20,19,30,0,11.2,0,0,0,4,7.1,0,0,0,0.359,75.66,104.2,0.13,1018,1.3,326,1.6,,,,,,,,,,,,,,,,,,,,,,,
2020,3,20,20,0,0,10.9,0,0,0,0,6.9,0,0,0,0.359,76.09,109.92,0.13,1019,1.3,324,1.7,,,,,,,,,,,,,,,,,,,,,,,
2020,3,20,20,30,0,10.7,0,0,0,0,6.9,0,0,0,0.36,77.11,115.49,0.13,1019,1.3,324,1.8,,,,,,,,,,,,,,,,,,,,,,,
2020,3,20,21,0,0,10.5,0,0,0,0,6.8,0,0,0,0.36,77.84,120.83,0.13,1019,1.3,323,1.8,,,,,,,,,,,,,,,,,,,,,,,
2020,3,20,21,30,0,10.3,0,0,0,0,6.8,0,0,0,0.36,78.88,125.86,0.13,1019,1.3,322,1.8,,,,,,,,,,,,,,,,,,,,,,,
2020,3,20,22,0,0,10.2,0,0,0,0,6.9,0,0,0,0.36,80.08,130.47,0.13,1019,1.3,322,1.8,,,,,,,,,,,,,,,,,,,,,,,
2020,3,20,22,30,0,10.1,0,0,0,0,6.9,0,0,0,0.359,80.62,134.51,0.13,1019,1.3,321,1.7,,,,,,,,,,,,,,,,,,,,,,,
2020,3,20,23,0,0,10,0,0,0,0,7,0,0,0,0.358,81.86,137.82,0.13,1018,1.3,320,1.6,,,,,,,,,,,,,,,,,,,,,,,
2020,3,20,23,30,0,9.9,0,0,0,1,7,0,0,0,0.358,82.41,140.19,0.13,1018,1.3,319,1.6,,,,,,,,,,,,,,,,,,,,,,,
2020,3,21,0,0,0,9.7,0,0,0,1,7.1,0,0,0,0.357,84.02,141.46,0.13,1018,1.3,319,1.5,,,,,,,,,,,,,,,,,,,,,,,
2020,3,21,0,30,0,9.6,0,0,0,3,7.1,0,0,0,0.357,84.58,141.5,0.13,1018,1.3,321,1.4,,,,,,,,,,,,,,,,,,,,,,,
2020,3,21,1,0,0,9.5,0,0,0,1,7.1,0,0,0,0.356,85.18,140.32,0.13,1018,1.3,323,1.3,,,,,,,,,,,,,,,,,,,,,,,
2020,3,21,1,30,0,9.4,0,0,0,0,7.1,0,0,0,0.356,85.76,138.01,0.13,1018,1.3,330,1.2,,,,,,,,,,,,,,,,,,,,,,,
2020,3,21,2,0,0,9.4,0,0,0,0,7.1,0,0,0,0.355,85.29,134.77,0.13,1018,1.3,337,1.1,,,,,,,,,,,,,,,,,,,,,,,
2020,3,21,2,30,0,9.4,0,0,0,0,7.1,0,0,0,0.355,85.29,130.77,0.13,1018,1.3,169,1.1,,,,,,,,,,,,,,,,,,,,,,,
2020,3,21,3,0,0,9.4,0,0,0,4,6.9,0,0,0,0.354,84.25,126.19,0.13,1018,1.3,2,1,,,,,,,,,,,,,,,,,,,,,,,
2020,3,21,3,30,0,9.2,0,0,0,0,6.9,0,0,0,0.354,85.39,121.19,0.13,1018,1.3,18,1,,,,,,,,,,,,,,,,,,,,,,,
2020,3,21,4,0,0,9.1,0,0,0,8,6.6,0,0,0,0.354,84.49,115.86,0.13,1018,1.3,33,1,,,,,,,,,,,,,,,,,,,,,,,
2020,3,21,4,30,0,8.8,0,0,0,7,6.6,0,0,0,0.355,86.22,110.3,0.13,1018,1.3,42,1,,,,,,,,,,,,,,,,,,,,,,,
2020,3,21,5,0,0,8.6,0,0,0,1,6.4,0,0,0,0.355,85.86,104.58,0.13,1018,1.3,52,1,,,,,,,,,,,,,,,,,,,,,,,
2020,3,21,5,30,0,8.6,0,0,0,6,6.4,0,0,0,0.356,85.86,98.74,0.13,1018,1.3,56,1.1,,,,,,,,,,,,,,,,,,,,,,,
2020,3,21,6,0,0,8.6,0,0,0,6,6.3,0,0,0,0.356,85.34,92.85,0.13,1019,1.3,61,1.1,,,,,,,,,,,,,,,,,,,,,,,
2020,3,21,6,30,17,9.6,21,214,33,6,6.3,0,7,17,0.357,79.79,86.7,0.13,1019,1.3,62,1.1,,,,,,,,,,,,,,,,,,,,,,,
2020,3,21,7,0,49,10.5,44,458,117,6,6.9,0,7,49,0.358,78.65,80.92,0.13,1019,1.3,63,1.1,,,,,,,,,,,,,,,,,,,,,,,
2020,3,21,7,30,83,11.5,60,611,217,6,6.9,0,0,83,0.358,73.62,75.1,0.13,1019,1.3,71,1,,,,,,,,,,,,,,,,,,,,,,,
2020,3,21,8,0,142,12.5,73,700,320,8,6.9,90,0,174,0.359,68.6,69.36,0.13,1019,1.4,78,1,,,,,,,,,,,,,,,,,,,,,,,
2020,3,21,8,30,175,13.6,82,769,422,8,6.9,289,0,303,0.359,63.85,63.76,0.13,1019,1.4,88,1,,,,,,,,,,,,,,,,,,,,,,,
2020,3,21,9,0,193,14.7,92,812,517,8,6.6,413,0,409,0.359,58.38,58.38,0.13,1019,1.4,98,1.1,,,,,,,,,,,,,,,,,,,,,,,
2020,3,21,9,30,227,15.3,98,846,603,8,6.6,424,0,481,0.359,56.17,53.3,0.13,1019,1.5,104,1.2,,,,,,,,,,,,,,,,,,,,,,,
2020,3,21,10,0,293,15.8,115,846,673,4,6.5,301,0,492,0.359,54.08,48.63,0.13,1019,1.5,110,1.2,,,,,,,,,,,,,,,,,,,,,,,
2020,3,21,10,30,309,16.2,119,867,737,4,6.5,357,0,564,0.36,52.67,44.52,0.13,1018,1.5,113,1.3,,,,,,,,,,,,,,,,,,,,,,,
2020,3,21,11,0,120,16.6,120,881,784,0,6.6,881,0,784,0.361,51.8,41.15,0.13,1018,1.6,117,1.4,,,,,,,,,,,,,,,,,,,,,,,
2020,3,21,11,30,122,16.8,122,890,817,1,6.6,890,0,817,0.362,51.15,38.72,0.13,1018,1.6,119,1.5,,,,,,,,,,,,,,,,,,,,,,,
2020,3,21,12,0,123,17.1,123,896,834,0,6.8,896,0,834,0.362,50.78,37.41,0.13,1018,1.6,121,1.6,,,,,,,,,,,,,,,,,,,,,,,
2020,3,21,12,30,393,17.2,123,896,835,2,6.8,183,0,538,0.363,50.41,37.36,0.13,1017,1.6,122,1.6,,,,,,,,,,,,,,,,,,,,,,,
2020,3,21,13,0,383,17.3,113,909,824,2,7,139,0,492,0.363,50.77,38.56,0.13,1017,1.6,123,1.6,,,,,,,,,,,,,,,,,,,,,,,
2020,3,21,13,30,120,17.2,111,901,792,4,7,0,0,120,0.362,51.09,40.9,0.13,1017,1.6,128,1.6,,,,,,,,,,,,,,,,,,,,,,,
